"Taxon","Exclude","Hybrid","US","Standard","US_East","US_Gulf","US_West","Oligochaeta"
"Diastyloides biplicata",,"I",,"I",,,,"No"
"Diastyloides serrata",,"I",,"I",,,,"No"
"Diastylopsis dawsoni",,"I","I",,,,"I","No"
"Diastylopsis tenuis",,"I",,"I",,,,"No"
"Dichelopandalus bonnieri",,"II",,"II",,,,"No"
"Dicrotendipes",,"IV",,"IV",,,,"No"
"Dicrotendipes neomodestus",,"IV",,"IV",,,,"No"
"Didontoglossa koyasensis",,"I",,"I",,,,"No"
"Digitaria digitaria",,"I",,"I",,,,"No"
"Digitaria digitata",,"I",,"I",,,,"No"
"Dikoleps cutleriana",,"I",,"I",,,,"No"
"Dinophilus",,"II",,"II",,,,"No"
"Diodora apertura",,"I",,"I",,,,"No"
"Diodora aspera",,"I",,"I",,,,"No"
"Diodora cayenensis",,"I",,"I",,,,"No"
"Diodora graeca",,"I",,"I",,,,"No"
"Diogenes",,"II",,"II",,,,"No"
"Diogenes avarus",,"II",,"II",,,,"No"
"Diogenes pugilator",,"II",,"II",,,,"No"
"Diopatra",,"II","II","I",,,"II","No"
"Diopatra chiliensis",,"I",,"I",,,,"No"
"Diopatra cuprea",,"I","I","I","I","I",,"No"
"Diopatra neapolitana",,"I",,"I",,,,"No"
"Diopatra neotridens",,"I",,"I",,,,"No"
"Diopatra ornata",,"II","II","II",,,"II","No"
"Diopatra splendidissima",,"II",,"II",,,,"No"
"Diopatra tridentata",,"II",,"II",,,,"No"
"Diplocirrus",,"III","III","I",,,"III","No"
"Diplocirrus glaucus",,"I",,"I",,,,"No"
"Diplocirrus hirsutus",,"I",,"I",,,,"No"
"Diplodon chilensis",,"III",,"III",,,,"No"
"Diplodonta",,"II",,"II",,,,"No"
"Diplodonta apicalis",,"II",,"II",,,,"No"
"Diplodonta brocchii",,"II",,"II",,,,"No"
"Diplodonta inconspicua",,"II",,"II",,,,"No"
"Diplodonta orbella",,"II",,"II",,,,"No"
"Diplodonta orbiculata",,"II",,"II",,,,"No"
"Diplodonta punctata",,"II",,"II",,,,"No"
"Diplodonta rotundata",,"II",,"II",,,,"No"
"Diplodonta sericata",,"II",,"II",,,,"No"
"Diplodonta trigona",,"II",,"II",,,,"No"
"Dipolydora","Yes",,,"IV",,,,"No"
"Dipolydora armata",,"IV",,"IV",,,,"No"
"Dipolydora cardalia",,"IV","IV","IV",,,"IV","No"
"Dipolydora caulleryi",,"III","III","IV","III",,"III","No"
"Dipolydora coeca",,"IV",,"IV",,,,"No"
"Dipolydora flava",,"IV",,"IV",,,,"No"
"Dipolydora giardi",,"IV",,"IV",,,,"No"
"Dipolydora quadrilobata",,"IV","IV","IV","IV",,"IV","No"
"Dipolydora socialis",,"IV","IV","IV","IV","IV","IV","No"
"Diptera",,"IV",,"IV",,,,"No"
"Dispio",,"III",,"III",,,,"No"
"Dispio uncinata",,"III",,"III",,,,"No"
"Ditrupa arietina",,"I",,"I",,,,"No"
"Ditrupa gracillima",,"I",,"I",,,,"No"
"Divalinga quadrisculata",,"I",,"I",,,,"No"
"Divaricella divaricata",,"I",,"I",,,,"No"
"Divaricella quadrisulcata",,"I",,"I",,,,"No"
"Dodecaceria",,"IV",,"IV",,,,"No"
"Dodecaceria capensis",,"IV",,"IV",,,,"No"
"Dodecaceria caulleryi",,"IV",,"IV",,,,"No"
"Dodecaceria concharum",,"IV",,"IV",,,,"No"
"Dolichopodidae",,"II","II","IV",,,"II","No"
"Donacilla cornea",,"I",,"I",,,,"No"
"Donax",,"I",,"I",,,,"No"
"Donax gouldii",,"II","I","II",,,"I","No"
"Donax semistriatus",,"I",,"I",,,,"No"
"Donax trunculus",,"I",,"I",,,,"No"
"Donax variegatus",,"I",,"I",,,,"No"
"Donax vittatus",,"I",,"I",,,,"No"
"Doridella obscura",,"I",,"I",,,,"No"
"Dorididae",,"I",,"I",,,,"No"
"Dorippe japonica",,"II",,"II",,,,"No"
"Doris",,"I",,"I",,,,"No"
"Dorvillea","Yes",,"IV",,,,"IV","No"
"Dorvillea (Schistomeringos) annulata",,"V","V",,,,"V","No"
"Dorvillea rubrovittata",,"II",,"II",,,,"No"
"Dorvillea rudolphi",,"IV",,"IV",,,,"No"
"Dosinia",,"I",,"I",,,,"No"
"Dosinia derupta",,"I",,"I",,,,"No"
"Dosinia discus",,"I",,"I",,,,"No"
"Dosinia elegans",,"I",,"I",,,,"No"
"Dosinia exoleta",,"I",,"I",,,,"No"
"Dosinia japonica",,"I",,"I",,,,"No"
"Dosinia lincta",,"I",,"I",,,,"No"
"Dosinia lupinus",,"I",,"I",,,,"No"
"Dosinia minor",,"I",,"I",,,,"No"
"Doto",,"I",,"I",,,,"No"
"Doto pinnatifida",,"I",,"I",,,,"No"
"Dougaloplus amphacanthus",,"I","I",,,,"I","No"
"Drillia suxdorfi",,"I",,"I",,,,"No"
"Drilonereis",,"II",,"II",,,,"No"
"Drilonereis falcata",,"II",,"II",,,,"No"
"Drilonereis filum",,"II",,"II",,,,"No"
"Drilonereis longa",,"II","II","II","II",,"II","No"
"Drilonereis mexicana",,"II",,"II",,,,"No"
"Drilonereis nuda",,"II",,"II",,,,"No"
"Drilonereis spatula",,"II",,"II",,,,"No"
"Duasmodactyla",,"I",,"I",,,,"No"
"Duasmodactyla commune",,"I",,"I",,,,"No"
"Dulichia",,"III",,"III",,,,"No"
"Dulichia monacantha",,"III",,"III",,,,"No"
"Dulichia porrecta",,"III",,"III",,,,"No"
"Dulichiella",,"I","I",,,"I",,"No"
"Dulichiella appendiculata",,"II","II","I","II",,,"No"
"Dumosus atari",,"I",,"I",,,,"No"
"Duridrilus tardus",,"V","V","V",,"V",,"Yes"
"Dynamena",,"II",,"II",,,,"No"
"Dynamena pumila",,"II",,"II",,,,"No"
"Dyopedos",,"III",,"III",,,,"No"
"Dyopedos arcticus",,"I","I",,,,"I","No"
"Dyopedos monacantha",,"III","III","III","III",,,"No"
"Dyopedos porrectus",,"III",,"III",,,,"No"
"Dysidea fragilis",,"III",,"III",,,,"No"
"Ebalia",,"II",,"II",,,,"No"
"Ebalia cranchii",,"II",,"II",,,,"No"
"Ebalia deshayesi",,"II",,"II",,,,"No"
"Ebalia edwardsii",,"II",,"II",,,,"No"
"Ebalia granulosa",,"II",,"II",,,,"No"
"Ebalia nux",,"II",,"II",,,,"No"
"Ebalia tuberosa",,"II",,"II",,,,"No"
"Ebalia tumefacta",,"II",,"II",,,,"No"
"Echinaster sepositus",,"I",,"I",,,,"No"
"Echinidae",,"I",,"I",,,,"No"
"Echinocardium",,"I",,"I",,,,"No"
"Echinocardium cordatum",,"I",,"I",,,,"No"
"Echinocardium fenauxi",,"I",,"I",,,,"No"
"Echinocardium flavescens",,"II",,"II",,,,"No"
"Echinocardium mediterraneum",,"I",,"I",,,,"No"
"Echinocardium mortenseni",,"I",,"I",,,,"No"
"Echinocucumis",,"I",,"I",,,,"No"
"Echinocucumis hispida",,"I",,"I",,,,"No"
"Echinocyamus",,"I",,"I",,,,"No"
"Echinocyamus flavescens",,"II",,"II",,,,"No"
"Echinocyamus pusillus",,"I",,"I",,,,"No"
"Echinogammarus",,"III",,"III",,,,"No"
"Echinogammarus marinus",,"I",,"I",,,,"No"
"Echinogammarus stoerensis",,"III",,"III",,,,"No"
"Echinoidea","Yes",,,"I",,,,"No"
"Echinus",,"I",,"I",,,,"No"
"Echinus acutus",,"I",,"I",,,,"No"
"Echinus elegans",,"I",,"I",,,,"No"
"Echinus esculentus",,"I",,"I",,,,"No"
"Echiura","Yes",,,"II",,,,"No"
"Echiuridae","Yes",,,"II",,,,"No"
"Echiuroidea",,"II",,"II",,,,"No"
"Echiurus",,"II",,"II",,,,"No"
"Echiurus echiurus",,"II",,"II",,,,"No"
"Eclysippe",,"I",,"I",,,,"No"
"Eclysippe trilobata",,"II",,"II",,,,"No"
"Eclysippe vanelli",,"I",,"I",,,,"No"
"Ectopleura larynx",,"I",,"I",,,,"No"
"Edotea triloba",,"II","II","II","II",,,"No"
"Edotia",,"II","II","II",,"II",,"No"
"Edotia montosa",,"II","II",,,"II",,"No"
"Edotia sublittoralis",,"II",,"II",,,,"No"
"Edotia triloba",,"II","II","II","II","II",,"No"
"Edwardsia",,"II","II","II",,,"II","No"
"Edwardsia andresi",,"II",,"II",,,,"No"
"Edwardsia californica",,"II","II","II",,,"II","No"
"Edwardsia claparedii",,"III",,"III",,,,"No"
"Edwardsia danica",,"II",,"II",,,,"No"
"Edwardsia elegans",,"II","II","II","II",,,"No"
"Edwardsia longicornis",,"II",,"II",,,,"No"
"Edwardsia sipunculoides",,"II","II",,,,"II","No"
"Edwardsia tuberculata",,"II",,"II",,,,"No"
"Edwardsiidae","Yes",,,"II",,,"II","No"
"Ehlersia cornuta",,"II",,"II",,,,"No"
"Ehlersia ferrugina",,"II",,"II",,,,"No"
"Ehlersia garciai",,"II",,"II",,,,"No"
"Ehlersileanira hwanghaiensis",,"II",,"II",,,,"No"
"Ehlersileanira incisa hwanghaiensis",,"II",,"II",,,,"No"
"Elasmopus",,"III","III","III",,"III",,"No"
"Elasmopus affinis",,"III",,"III",,,,"No"
"Elasmopus balkomanus",,"III","III",,,"III",,"No"
"Elasmopus bampo",,"II",,"II",,,,"No"
"Elasmopus brasiliensis",,"III",,"III",,,,"No"
"Elasmopus laevis",,"I","I",,"I",,,"No"
"Elasmopus levis",,"III","III","III","II","III",,"No"
"Elasmopus pocillimanus",,"III","III","III",,"III",,"No"
"Elasmopus rapax",,"III",,"III",,,,"No"
"Electra crustulenta",,"II",,"II",,,,"No"
"Electra monostachys",,"II",,"II",,,,"No"
"Electra pilosa",,"II",,"II",,,,"No"
"Elminius modestus",,"II",,"II",,,,"No"
"Emarginula",,"I",,"I",,,,"No"
"Emarginula conica",,"I",,"I",,,,"No"
"Emarginula multistriata",,"I",,"I",,,,"No"
"Emarginula papillosa",,"I",,"I",,,,"No"
"Emarginula rosea",,"I",,"I",,,,"No"
"Emarginula sicula",,"I",,"I",,,,"No"
"Emplectonema gracile",,"III",,"III",,,,"No"
"Emplectonema neesii",,"III",,"III",,,,"No"
"Enchytraeidae","Yes",,,"V",,"IV",,"Yes"
"Enchytraeus albidus",,"V",,"V",,,,"Yes"
"Endeis",,"II",,"II",,,,"No"
"Endeis spinosa",,"II",,"II",,,,"No"
"Endochironomus",,"IV",,"IV",,,,"No"
"Enipo",,"II",,"II",,,,"No"
"Enipo kinbergi",,"II",,"II",,,,"No"
"Ennucula",,"II",,"II",,,,"No"
"Ennucula corticata",,"II",,"II",,,,"No"
"Ennucula delphinodonta",,"II","II",,"II",,,"No"
"Ennucula tenuis",,"II","II","II","II",,"II","No"
"Enoplus meridionalis",,"II",,"II",,,,"No"
"Ensis",,"I",,"I",,,,"No"
"Ensis americanus",,"I",,"I",,,,"No"
"Ensis arcuatus",,"I",,"I",,,,"No"
"Ensis directus",,"I","I","I","I",,,"No"
"Ensis ensis",,"I",,"I",,,,"No"
"Ensis minor",,"I",,"I",,,,"No"
"Ensis myrae",,"II",,"II",,,,"No"
"Ensis rostratum",,"I",,"I",,,,"No"
"Ensis siliqua",,"I",,"I",,,,"No"
"Entalina quinquangularis",,"I",,"I",,,,"No"
"Entalina tetragona",,"I",,"I",,,,"No"
"Enteropneusta",,"II","II",,,,"II","No"
"Eobrolgus chumashi",,"I","I",,,,"I","No"
"Eobrolgus spinosus",,"I","I","I","I",,,"No"
"Eochelidium",,"III",,"III",,,,"No"
"Eocuma",,"II",,"II",,,,"No"
"Eocuma dimorphum",,"II",,"II",,,,"No"
"Eocuma dollfusi",,"II",,"II",,,,"No"
"Eocuma ferox",,"II",,"II",,,,"No"
"Eocuma lata",,"II",,"II",,,,"No"
"Eocylichna cylindrella",,"II",,"II",,,,"No"
"Eogammarus confervicolus",,"II","II","II",,,"II","No"
"Eohaustorius estuarius",,"I","I",,,,"I","No"
"Ephesiella abyssorum",,"I",,"I",,,,"No"
"Ephesiella brevicapitis",,"I",,"I",,,,"No"
"Ephesiella peripatus",,"I",,"I",,,,"No"
"Ephoron virgo",,"I",,"I",,,,"No"
"Ephydridae","Yes",,,,,,"II","No"
"Epilepton clarkiae",,"I",,"I",,,,"No"
"Epilucina californica",,"II",,"II",,,,"No"
"Epitomapta roseola",,"II",,"II",,,,"No"
"Epitonium",,"I",,"I",,,,"No"
"Epitonium clathratulum",,"I",,"I",,,,"No"
"Epitonium clathrum",,"I",,"I",,,,"No"
"Epitonium clathrus",,"I",,"I",,,,"No"
"Epitonium commune",,"I",,"I",,,,"No"
"Epitonium hindsii",,"I",,"I",,,,"No"
"Epitonium rupicola",,"I",,"I",,,,"No"
"Epitonium tinctum",,"I",,"I",,,,"No"
"Epitonium trevelyanum",,"I",,"I",,,,"No"
"Epitonium turtonis",,"I",,"I",,,,"No"
"Epizoanthus",,"I",,"I",,,,"No"
"Epizoanthus couchii",,"I",,"I",,,,"No"
"Epizoanthus erinaceus",,"I",,"I",,,,"No"
"Epizoanthus incrustatus",,"I",,"I",,,,"No"
"Epsilonema cygnoides",,"II",,"II",,,,"No"
"Eranno bicirrata",,"II","II",,,,"II","No"
"Eranno chilensis",,"II",,"II",,,,"No"
"Eranno lagunae",,"II",,"II",,,,"No"
"Erato columbella",,"I",,"I",,,,"No"
"Erichsonella",,"II","II",,,"II",,"No"
"Erichsonella attenuata",,"II","II","III",,"II",,"No"
"Erichsonella crenulata",,"I",,"I",,,,"No"
"Erichsonella filiformis",,"II","II","III",,"II",,"No"
"Erichsonella floridana",,"II","II","III",,"II",,"No"
"Ericthonius",,"II","II","I",,"II",,"No"
"Ericthonius argenteus",,"I",,"I",,,,"No"
"Ericthonius brasiliensis",,"II","II","I","II",,,"No"
"Ericthonius difformis",,"I",,"I",,,,"No"
"Ericthonius pugnax",,"I",,"I",,,,"No"
"Ericthonius punctatus",,"II","II","I","II","II",,"No"
"Ericthonius rubricornis",,"II","II","I",,"II",,"No"
"Eriocheir sinensis",,"II",,"II",,,,"No"
"Eriopisa",,"I",,"I",,,,"No"
"Eriopisa elongata",,"I",,"I",,,,"No"
"Eriopisella sechellensis",,"I",,"I",,,,"No"
"Erodona mactroides",,"I",,"I",,,,"No"
"Erycina nitidum",,"II",,"II",,,,"No"
"Erycina ovata",,"III",,"III",,,,"No"
"Erythrops",,"II",,"II",,,,"No"
"Erythrops elegans",,"II",,"II",,,,"No"
"Erythrops erythrophthalma",,"II",,"II",,,,"No"
"Erythrops go?si",,"II",,"II",,,,"No"
"Erythrops neapolitana",,"II",,"II",,,,"No"
"Escharella immersa",,"II",,"II",,,,"No"
"Eteone",,"III",,"III",,,,"No"
"Eteone barbata",,"III",,"III",,,,"No"
"Eteone columbiensis",,"II","II",,,,"II","No"
"Eteone fauchaldi",,"II","II",,,,"II","No"
"Eteone flava",,"III",,"III",,,,"No"
"Eteone foliosa",,"III",,"III",,,,"No"
"Eteone heteropoda",,"III","III","IV","III",,,"No"
"Eteone lactea",,"III",,"III",,,,"No"
"Eteone leptotes",,"II","II",,,,"II","No"
"Eteone lighti",,"II","II",,,,"II","No"
"Eteone longa",,"III","III","III","III",,,"No"
"Eteone picta",,"III",,"III",,,,"No"
"Eteone spilotus",,"II","II",,,,"II","No"
"Eteone syphonodonta",,"III",,"III",,,,"No"
"Eteone tchangsii",,"III",,"III",,,,"No"
"Eualus lineatus",,"II",,"II",,,,"No"
"Eualus occultus",,"I",,"I",,,,"No"
"Eualus pusiolus",,"I",,"I",,,,"No"
"Euchone",,"II",,"II",,,,"No"
"Euchone analis",,"II",,"II",,,,"No"
"Euchone incolor",,"II","II","II","II",,"II","No"
"Euchone limnicola",,"III","III","III",,,"III","No"
"Euchone papillosa",,"II",,"II",,,,"No"
"Euchone rosea",,"II",,"II",,,,"No"
"Euchone rubrocincta",,"II",,"II",,,,"No"
"Euchone southerni",,"II",,"II",,,,"No"
"Euclymene",,"I","I","I",,"I",,"No"
"Euclymene affinis",,"III",,"III",,,,"No"
"Euclymene annandalei",,"I",,"I",,,,"No"
"Euclymene collaris",,"I",,"I",,,,"No"
"Euclymene droebachiensis",,"III",,"III",,,,"No"
"Euclymene lumbricoides",,"I",,"I",,,,"No"
"Euclymene oerstedi",,"I",,"I",,,,"No"
"Euclymene oerstedii",,"I",,"I",,,,"No"
"Euclymene palermitana",,"I",,"I",,,,"No"
"Euclymene praetermissa",,"III",,"III",,,,"No"
"Euclymene robusta",,"V",,"V",,,,"No"
"Euclymene zonalis",,"I","I",,"I",,,"No"
"Euclymeninae",,"III",,"III",,,,"No"
"Eucrate crenata",,"II",,"II",,,,"No"
"Eucratea loricata",,"II",,"II",,,,"No"
"Eudevenopus",,"I",,"I",,,,"No"
"Eudevenopus honduranus",,"I","I","I",,"I",,"No"
"Eudorella emarginata",,"II",,"II",,,,"No"
"Eudorella monodon",,"II","II",,,"II",,"No"
"Eudorella nana",,"III",,"III",,,,"No"
"Eudorella pacifica",,"III","III",,,,"III","No"
"Eudorella pusilla",,"II","II",,"II",,,"No"
"Eudorella truncatula",,"I",,"I",,,,"No"
"Eudorellopsis longirostris",,"II","II",,,,"II","No"
"Eugyra arenosa",,"I",,"I",,,,"No"
"Eulalia",,"II","II","II",,,"II","No"
"Eulalia aurea",,"II",,"II",,,,"No"
"Eulalia bilineata",,"II",,"II",,,,"No"
"Eulalia brunnea",,"II",,"II",,,,"No"
"Eulalia californiensis",,"II",,"II",,,,"No"
"Eulalia expusilla",,"II",,"II",,,,"No"
"Eulalia mustela",,"II",,"II",,,,"No"
"Eulalia ornata",,"II",,"II",,,,"No"
"Eulalia parva",,"II",,"II",,,,"No"
"Eulalia punctifera",,"II",,"II",,,,"No"
"Eulalia quadrioculata",,"II","II","II",,,"II","No"
"Eulalia sanguinea",,"II",,"II",,,,"No"
"Eulalia trilineata",,"II",,"II",,,,"No"
"Eulalia tripunctata",,"II",,"II",,,,"No"
"Eulalia venusta",,"II",,"II",,,,"No"
"Eulalia viridis",,"II",,"II",,,,"No"
"Eulima",,"I",,"I",,,,"No"
"Eulima bilineata",,"I",,"I",,,,"No"
"Eulima glabra",,"I",,"I",,,,"No"
"Eulima subulata",,"I",,"I",,,,"No"
"Eulimastoma engonium",,"II","II",,"II",,,"No"
"Eulimastoma weberi",,"II",,,,"II",,"No"
"Eulimella",,"I",,"I",,,,"No"
"Eulimella acicula",,"I",,"I",,,,"No"
"Eulimella laevis",,"I",,"I",,,,"No"
"Eulimella scillae",,"I",,"I",,,,"No"
"Eulimella ventricosa",,"I",,"I",,,,"No"
"Eulimostraca",,"I",,"I",,,,"No"
"Eulithidium",,"II",,"II",,,,"No"
"Eulithidium affine",,"II",,"II",,,,"No"
"Eumida",,"II","II","II",,,"II","No"
"Eumida bahusiensis",,"II",,"II",,,,"No"
"Eumida longicornuta",,"II","II","II",,,"II","No"
"Eumida minuta",,"II",,"II",,,,"No"
"Eumida ockelmanni",,"II",,"II",,,,"No"
"Eumida parva",,"II",,"II",,,,"No"
"Eumida punctifera",,"II",,"II",,,,"No"
"Eumida sanguinea",,"II","II","II","II",,,"No"
"Eunereis",,"III",,"III",,,,"No"
"Eunereis elittoralis",,"II",,"II",,,,"No"
"Eunereis longissima",,"III",,"III",,,,"No"
"Eunice",,"II",,"II",,,,"No"
"Eunice antennata",,"II",,"II",,,,"No"
"Eunice aphroditois",,"II",,"II",,,,"No"
"Eunice barvicencis",,"II",,"II",,,,"No"
"Eunice cariboea",,"II",,"II",,,,"No"
"Eunice floridana",,"II",,"II",,,,"No"
"Eunice harassii",,"II",,"II",,,,"No"
"Eunice indica",,"II",,"II",,,,"No"
"Eunice norvegica",,"II",,"II",,,,"No"
"Eunice oerstedii",,"II",,"II",,,,"No"
"Eunice pennata",,"II",,"II",,,,"No"
"Eunice sanguinea",,"II",,"II",,,,"No"
"Eunice schizobranchia",,"II",,"II",,,,"No"
"Eunice torquata",,"II",,"II",,,,"No"
"Eunice vittata",,"II",,"II",,,,"No"
"Eunicella",,"I",,"I",,,,"No"
"Eunicella cavolini",,"I",,"I",,,,"No"
"Eunicella verrucosa",,"I",,"I",,,,"No"
"Eunicidae","Yes",,,"II",,,,"No"
"Eunoe",,"II",,"II",,,,"No"
"Eunoe nodosa",,"II",,"II",,,,"No"
"Euphilomedes carcharodonta",,"III","III","III",,,"III","No"
"Euphrosine",,"I",,"I",,,,"No"
"Euphrosine borealis",,"I",,"I",,,,"No"
"Euphrosine foliosa",,"I",,"I",,,,"No"
"Euphysa",,"II",,"II",,,,"No"
"Eupolymnia",,"III","III","III",,"III",,"No"
"Eupolymnia heterobranchia",,"II","II","II",,,"II","No"
"Eupolymnia nebulosa",,"III","III","III",,"III",,"No"
"Eupolymnia nesidensis",,"III",,"III",,,,"No"
"Eurhomalea",,"I",,"I",,,,"No"
"Eurycope",,"I",,"I",,,,"No"
"Eurycope cornuta",,"I",,"I",,,,"No"
"Eurycope producta",,"I",,"I",,,,"No"
"Eurydice",,"I",,"I",,,,"No"
"Eurydice affinis",,"I",,"I",,,,"No"
"Eurydice inermis",,"I",,"I",,,,"No"
"Eurydice pulchra",,"I",,"I",,,,"No"
"Eurydice spinigera",,"I",,"I",,,,"No"
"Eurydice truncata",,"I",,"I",,,,"No"
"Eurynome",,"I",,"I",,,,"No"
"Eurynome aspera",,"I",,"I",,,,"No"
"Eurynome spinosa",,"I",,"I",,,,"No"
"Eurysyllis",,"II",,"II",,,,"No"
"Eurysyllis tuberculata",,"II",,"II",,,,"No"
"Eurytellina alternata",,"I","I",,,"I",,"No"
"Eurytellina lineata",,"I","I",,,"I",,"No"
"Eurythoe",,"I","I",,"I",,,"No"
"Eurythoe complanata",,"I",,"I",,,,"No"
"Eurythoe parvecarunculata",,"I",,"I",,,,"No"
"Eusarsiella thominx",,"I",,"I",,,,"No"
"Eusarsiella zostericola",,"I",,"I",,,,"No"
"Eusiroides dellavallei",,"I",,"I",,,,"No"
"Eusirus",,"I",,"I",,,,"No"
"Eusirus leptocarpus",,"I",,"I",,,,"No"
"Eusirus longipes",,"I",,"I",,,,"No"
"Euspira",,"II",,"II",,,,"No"
"Euspira catena",,"II",,"II",,,,"No"
"Euspira fusca",,"II",,"II",,,,"No"
"Euspira guillemini",,"II",,"II",,,,"No"
"Euspira macilenta",,"II",,"II",,,,"No"
"Euspira montagui",,"II",,"II",,,,"No"
"Euspira nitida",,"II",,"II",,,,"No"
"Euspira notabilis",,"II",,"II",,,,"No"
"Euspira pallida",,"II","II","II",,,"II","No"
"Euspira pulchella",,"II",,"II",,,,"No"
"Eusyllis",,"II",,"II",,,,"No"
"Eusyllis assimilis",,"II",,"II",,,,"No"
"Eusyllis blomstrandi",,"II",,"II",,,,"No"
"Eusyllis habei",,"II","II",,,,"II","No"
"Eusyllis lamelligera",,"II",,"II",,,,"No"
"Euthalenessa dendrolepis",,"I",,"I",,,,"No"
"Euthalenessa oculata",,"I",,"I",,,,"No"
"Euthelepus setubalensis",,"I",,"I",,,,"No"
"Euzonus flabelligerus",,"I",,"I",,,,"No"
"Excirolana hirsuticauda",,"II",,"II",,,,"No"
"Exogone",,"II","II","II","II","III",,"No"
"Exogone acutipalpa",,"II",,"II",,,,"No"
"Exogone arenosa",,"II",,"II",,,,"No"
"Exogone atlantica",,"II",,"II",,,,"No"
"Exogone breviantennata",,"II",,"II",,,,"No"
"Exogone breviseta",,"II",,"II",,,,"No"
"Exogone caribensis",,"II",,"II",,,,"No"
"Exogone convoluta",,"II",,"II",,,,"No"
"Exogone dispar",,"II","II","II","II","III",,"No"
"Exogone dwisula",,"II","II","II",,,"II","No"
"Exogone gambiae",,"II",,"II",,,,"No"
"Exogone gemmifera",,"II",,"II",,,,"No"
"Exogone hebes",,"II","II","II","II",,,"No"
"Exogone longicirris",,"II",,"II",,,,"No"
"Exogone lopezi",,"II",,"II",,,,"No"
"Exogone lourei",,"III","III","II",,"III","III","No"
"Exogone lourei Cmplx",,"III","III",,,,"III","No"
"Exogone molesta",,"II","II",,,,"II","No"
"Exogone naidina",,"II",,"II",,,,"No"
"Exogone pseudolourei",,"II",,"II",,,,"No"
"Exogone rolani",,"II","II",,"II","III",,"No"
"Exogone rostrata",,"II",,"II",,,,"No"
"Exogone uniformis",,"II",,"II",,,,"No"
"Exogone verugera",,"III","III","II",,"III",,"No"
"Exogone wolfi",,"II",,"II",,,,"No"
"Exopalaemon carinicauda",,"I",,"I",,,,"No"
"Eyakia robusta",,"I",,"I",,,,"No"
"Fabricia",,"II",,"II",,,,"No"
"Fabricia filamentosa",,"II",,"II",,,,"No"
"Fabricia sabella",,"II",,"II",,,,"No"
"Fabricia stellaris",,"II",,"II",,,,"No"
"Fabricinuda limnicola",,"II","II","II",,,"II","No"
"Fabricinuda trilobata",,"II","II","II","II","II",,"No"
"Fabriciola",,"II","II","II",,"II",,"No"
"Fabriciola baltica",,"II",,"II",,,,"No"
"Fabriciola tonerella",,"II",,"II",,,,"No"
"Fabriciola trilobata",,"II","II","II",,"II",,"No"
"Fabulina fabula",,"I",,"I",,,,"No"
"Fabulina fabuloides",,"I",,"I",,,,"No"
"Falcidens",,"I",,"I",,,,"No"
"Falcidens crossotus",,"I",,"I",,,,"No"
"Falcidens gutturosus",,"I",,"I",,,,"No"
"Farrella repens",,"II",,"II",,,,"No"
"Fartulum",,"I",,"I",,,,"No"
"Fecampia erythrocephala",,"II",,"II",,,,"No"
"Ficopomatus enigmaticus",,"III",,"III",,,,"No"
"Filograna implexa",,"I",,"I",,,,"No"
"Fimbriosthenelais hirsuta",,"II",,"II",,,,"No"
"Fimbriosthenelais hobbsi",,"II",,"II",,,,"No"
"Fimbriosthenelais minor",,"II","II","II",,"II",,"No"
"Fimbriosthenelais zetlandica",,"II",,"II",,,,"No"
"Fissidentalium majorinum",,"I",,"I",,,,"No"
"Flabelligera affinis",,"II","II","II","II",,,"No"
"Flabelligera infundibularis",,"I",,"I",,,,"No"
"Flabellina verrucosa",,"II",,"II",,,,"No"
"Folinia crassa",,"I",,"I",,,,"No"
"Foxiphalus cognatus",,"II","II",,,,"II","No"
"Foxiphalus golfensis",,"II",,"II",,,,"No"
"Foxiphalus obtusidens",,"II","II","III",,,"II","No"
"Foxiphalus similis",,"I","I",,,,"I","No"
"Fragilonemertes rosea",,"II","II",,,"II",,"No"
"Frigidocardium centumliratum",,"III",,"III",,,,"No"
"Funiculina quadrangularis",,"I",,"I",,,,"No"
"Fusinus bocagei",,"I",,"I",,,,"No"
"Fusinus pulchellus",,"I",,"I",,,,"No"
"Fusinus rostratus",,"I",,"I",,,,"No"
"Fustiaria rubescens",,"I",,"I",,,,"No"
"Gadila aberrans",,"II","II",,,,"II","No"
"Galathea",,"I",,"I",,,,"No"
"Galathea bolivari",,"I",,"I",,,,"No"
"Galathea dispersa",,"I",,"I",,,,"No"
"Galathea intermedia",,"I",,"I",,,,"No"
"Galathea nexa",,"I",,"I",,,,"No"
"Galathea squamifera",,"I",,"I",,,,"No"
"Galathea strigosa",,"I",,"I",,,,"No"
"Galathowenia",,"I",,"I",,,,"No"
"Galathowenia fragilis",,"III",,"III",,,,"No"
"Galathowenia oculata",,"II","II","III","II","III","II","No"
"Galeomma turtoni",,"I",,"I",,,,"No"
"Gammaeropsis",,"I",,"I",,,,"No"
"Gammarella fucicola",,"III",,"III",,,,"No"
"Gammarellus",,"I",,"I",,,,"No"
"Gammarellus angulosus",,"I",,"I",,,,"No"
"Gammarellus homari",,"I",,"I",,,,"No"
"Gammaridae","Yes",,,"I",,,,"No"
"Gammaridea",,"I",,"I",,,,"No"
"Gammaropsis",,"I",,"I",,,,"No"
"Gammaropsis cornuta",,"I",,"I",,,,"No"
"Gammaropsis dentata",,"I",,"I",,,,"No"
"Gammaropsis japonicus",,"I",,"I",,,,"No"
"Gammaropsis maculata",,"I",,"I",,,,"No"
